Complaint_Summary,Category,Is_Augmented
pinasok bahay lupa nawawala,Theft & Property,True
hinarangan bakod,Theft & Property,True
problema pera paresan,Theft & Property,True
sinira bakod sinipa motor,Theft & Property,True
kinuha kotse nang wala ari,Theft & Property,True
tinangay wallet tindahan,Theft & Property,True
nawawalang nakita iba,Theft & Property,True
tinangay benta paresan tinangay,Theft & Property,True
nawawalang id mula barangay,Theft & Property,True
lupa nawawalang motor,Theft & Property,True
ninakaw motor barangay,Theft & Property,True
kinuha motor nagsukat lupa,Theft & Property,True
pinasok bahay naglaho,Theft & Property,True
ninakaw id eskwelahan,Theft & Property,True
sinira saging,Theft & Property,True
sinira deposito,Theft & Property,True
inagaw benta paresan,Theft & Property,True
wala gamit tahanan,Theft & Property,True
ninakaw nawawalang motor,Theft & Property,True
nawala manok nakita iba,Theft & Property,True
kinuha nawawalang gamit bahay,Theft & Property,True
nawawalang bakod,Theft & Property,True
tinangay kwarta paresan,Theft & Property,True
nagnakaw nawawalang motor,Theft & Property,True
hindi pagtupad passbook,Theft & Property,True
tinangay tinangay pera paresan,Theft & Property,True
hindi pagtupad bakod,Theft & Property,True
sinira bakod sumigaw,Theft & Property,True
nawawalang bahay nawawala,Theft & Property,True
pinasok bahay bakod nawawala,Theft & Property,True
nawawalang manok tanim saging,Theft & Property,True
kinuha usapan tungkol lupa,Theft & Property,True
di makita motor,Theft & Property,True
tinangay nakita iba,Theft & Property,True
sinira pera paresan,Theft & Property,True
nawawalang manok nakita iba bakod,Theft & Property,True
kinuha dokumento nang wala ari,Theft & Property,True
ninakaw bahay nawawala,Theft & Property,True
sinira paresan,Theft & Property,True
hindi pagtupad usapan lupa,Theft & Property,True
ninakaw kinuha motor nang wala ari,Theft & Property,True
ninakaw lupa,Theft & Property,True
problema lupa sasakyan,Theft & Property,True
problema nakita iba,Theft & Property,True
sinira bakod tinakot,Theft & Property,True
pinasok tahanan nawala,Theft & Property,True
ninakaw paresan,Theft & Property,True
tinanggal hangganan nagsukat palayan,Theft & Property,True
kinuha bahay,Theft & Property,True
sinira way,Theft & Property,True
sinira nagsukat lupa,Theft & Property,True
nawawalang kotse mula barangay,Theft & Property,True
nawawalang gamit,Theft & Property,True
ninakaw tanim saging kinuha,Theft & Property,True
nangaw tanim saging,Theft & Property,True
nawawalang nawawala,Theft & Property,True
pinasok bahay ninakaw motor,Theft & Property,True
nagnakaw kotse gabi,Theft & Property,True
nagnakaw id gabi,Theft & Property,True
nawawalang tungkol lupa,Theft & Property,True
pagnakaw ninakaw ids passbook,Theft & Property,True
hindi way,Theft & Property,True
nawawalang id mula bahay,Theft & Property,True
inagaw kwarta paresan,Theft & Property,True
nawawalang lupa,Theft & Property,True
tinangay kotse bahay,Theft & Property,True
kinuha pondo paresan,Theft & Property,True
hindi motor,Theft & Property,True
problema nawawala,Theft & Property,True
nawala motor,Theft & Property,True
problema lupa,Theft & Property,True
pinasok paresan,Theft & Property,True
hindi pagtupad usapan tungkol palayan,Theft & Property,True
tinangay benta bakod paresan,Theft & Property,True
pinasok nawawala,Theft & Property,True
tinanggal bakod paresan,Theft & Property,True
tinanggal bakod dingding deposito,Theft & Property,True
problema motor,Theft & Property,True
tinanggal motor,Theft & Property,True
tinangay cellphone tricycle,Theft & Property,True
pinasok bahay ninakaw id,Theft & Property,True
pera paresan,Theft & Property,True
pagtupad usapan tungkol lupa,Theft & Property,True
ninakaw pagnakaw ids passbook,Theft & Property,True
lupa pagnakaw ids passbook,Theft & Property,True
tinangay gamit eskwelahan,Theft & Property,True
kinuha pinasok bahay nawawala,Theft & Property,True
nawala nawawalang gamit bahay,Theft & Property,True
tinangay motor tricycle,Theft & Property,True
pagnakaw right way,Theft & Property,True
kinuha motor nagnakaw nang wala ari,Theft & Property,True
sinira bakod nagwala,Theft & Property,True
pinasok bakod bahay nawawala,Theft & Property,True
tinangay sinira bakod,Theft & Property,True
wala manok nakita iba,Theft & Property,True
pinasok dingding deposito,Theft & Property,True
pinasok tahanan nawawala,Theft & Property,True
problema way,Theft & Property,True
nawawalang wallet mula bahay,Theft & Property,True
nawawalang bahay,Theft & Property,True
gibain harang,Theft & Property,True
nawawalang id mula tricycle,Theft & Property,True
nawawalang dokumento mula kalsada,Theft & Property,True
sinira tungkol lupa,Theft & Property,True
pagnakaw bakod ids passbook,Theft & Property,True
tinangay id kalsada,Theft & Property,True
kinuha motor usapan tungkol lupa,Theft & Property,True
hinipuan menor de edad,Threat & Violence,False
mura pagbabanta,Threat & Violence,False
pagbabanta dahil shabu issue,Threat & Violence,False
binawi blotter,Threat & Violence,False
pinalo bote batok,Threat & Violence,False
paulit ulit pagbabanta gamit samurai,Threat & Violence,False
muling paghaharap barangay dahil alitan,Threat & Violence,False
naniningil utang dalang itak,Threat & Violence,False
pinagbantaan dahil utang,Threat & Violence,False
pananakot text chat,Threat & Violence,False
pagbabanta habang naghahasa gulok,Threat & Violence,False
pagtulak pagbabanta patayan,Threat & Violence,False
pananigaw dalang itak,Threat & Violence,False
sinuntok mukha matapos alitan,Threat & Violence,False
nanakit gamit tubo samurai,Threat & Violence,False
hinarangan daan pagbabanta,Threat & Violence,False
pagbabanta habang nagtatraktora,Threat & Violence,False
pinagbantaan gamit itak,Threat & Violence,False
diumano sapilitang pagsama pulis,Threat & Violence,False
pagbabanta dahil pagputol puno,Threat & Violence,False
pagbabanta mapapalibing lupa,Threat & Violence,False
binugbog matapos basketball,Threat & Violence,False
nagwala sinipa motor,Threat & Violence,False
sinakal nang tatlong beses,Threat & Violence,False
sinuntok pinagtulungan,Threat & Violence,False
hindi nagbibigay sustento,Threat & Violence,False
pagbabanta pagbabanta habang nagtatraktora,Threat & Violence,True
pinagtulungan sumigaw,Threat & Violence,True
sinuntok bote batok,Threat & Violence,True
itak sinakal nang tatlong beses,Threat & Violence,True
pagbabanta habang tinakot,Threat & Violence,True
nagwala sinipa sasakyan,Threat & Violence,True
nagwala binawi blotter,Threat & Violence,True
sinuntok batok,Threat & Violence,True
pinagbantaan gamit bato,Threat & Violence,True
muling paghaharap barangay dahil away,Threat & Violence,True
hinarangan daan sumigaw,Threat & Violence,True
nanakit gamit tubo,Threat & Violence,True
dalang kutsilyo nagbanta,Threat & Violence,True
pagbabanta mapapalibing lupa itak,Threat & Violence,True
panggigipit text chat,Threat & Violence,True
hindi nagbibigay kabuhayan,Threat & Violence,True
sinakal nang gamit itak,Threat & Violence,True
pananigaw itak dalang itak,Threat & Violence,True
sinaktan dahil inggit,Threat & Violence,True
banta sumigaw dahil gulo,Threat & Violence,True
pinagbantaan gamit tubo,Threat & Violence,True
pananakot mapapalibing property,Threat & Violence,True
pagbabanta mapapalibing property,Threat & Violence,True
paulit ulit pananakot gamit samurai,Threat & Violence,True
inatake nang tatlong beses,Threat & Violence,True
nagwala tinakot,Threat & Violence,True
dahil pagputol puno,Threat & Violence,True
nagwala sinipa pananakot motor,Threat & Violence,True
pinagbantaan gamit gulok,Threat & Violence,True
sinakal nang text chat,Threat & Violence,True
binugbog pagbabanta,Threat & Violence,True
naniningil issue,Threat & Violence,True
pagbabanta daan pagbabanta,Threat & Violence,True
banta nagwala dahil away,Threat & Violence,True
sinuntok beses,Threat & Violence,True
nanakit gamit bato,Threat & Violence,True
banta tinakot dahil pagkakautang,Threat & Violence,True
sinuntok dahil gulo,Threat & Violence,True
pinagbantaan dahil pautang,Threat & Violence,True
pagbabanta habang nagbanta,Threat & Violence,True
pinagbantaan gamit bote,Threat & Violence,True
pagbabanta dahil puno,Threat & Violence,True
pagbabanta dahil batok,Threat & Violence,True
pananigaw pagbabanta dalang itak,Threat & Violence,True
naniningil pera na hiniram dalang samurai,Threat & Violence,True
diumano sapilitang blotter,Threat & Violence,True
nanakit gamit itak,Threat & Violence,True
sinuntok mukha blotter,Threat & Violence,True
muling motor,Threat & Violence,True
sinuntok dahil sigalot,Threat & Violence,True
hinipuan menor edad,Threat & Violence,True
paulit bote batok,Threat & Violence,True
pananakot pamamagitan armas,Threat & Violence,True
tinampal matapos basketball,Threat & Violence,True
mura pagbabanta nagwala,Threat & Violence,True
pagbabanta habang binaril,Threat & Violence,True
naniningil utang samurai,Threat & Violence,True
sinuntok mukha matapos gulo,Threat & Violence,True
ginahasa menor de edad,Threat & Violence,True
pinagbantaan issue,Threat & Violence,True
pananakot pamamagitan itak,Threat & Violence,True
sinakal nanakit nang tatlong beses,Threat & Violence,True
pinagtulungan binaril,Threat & Violence,True
paulit ulit pagbabanta gamit kutsilyo,Threat & Violence,True
pagbabanta habang nagwala,Threat & Violence,True
nanakit nang tatlong beses,Threat & Violence,True
pagtulak batok,Threat & Violence,True
binugbog barangay dahil alitan,Threat & Violence,True
panghihiya dahil pagputol punongkahoy,Threat & Violence,True
nagwala sustento,Threat & Violence,True
naniningil utang dalang samurai,Threat & Violence,True
pananakot pamamagitan gulok,Threat & Violence,True
nagwala nagbanta,Threat & Violence,True
hindi gamit samurai,Threat & Violence,True
pananakot pamamagitan samurai,Threat & Violence,True
pinagbantaan matapos basketball,Threat & Violence,True
nanakit gamit gulok,Threat & Violence,True
binugbog bote batok,Threat & Violence,True
paulit ulit pagbabanta gulok gamit samurai,Threat & Violence,True
muling barangay dahil alitan,Threat & Violence,True
itak hindi nagbibigay sustento,Threat & Violence,True
naniningil halagang nangutang dalang armas,Threat & Violence,True
pinagbantaan gamit kutsilyo,Threat & Violence,True
pagbabanta dahil dalang itak,Threat & Violence,True
binugbog matapos itak basketball,Threat & Violence,True
nanakit gamit kutsilyo,Threat & Violence,True
pagbabanta basketball,Threat & Violence,True
binugbog nang tatlong beses,Threat & Violence,True
binugbog matapos pananakot basketball,Threat & Violence,True
pinalo matapos basketball,Threat & Violence,True
nagwala nagwala,Threat & Violence,True
mura daan pagbabanta,Threat & Violence,True
paulit ulit pagbabanta gamit itak,Threat & Violence,True
pagbabanta mapapalibing lupain,Threat & Violence,True
pagbabanta dahil pagputol halaman,Threat & Violence,True
pananakot pamamagitan bato,Threat & Violence,True
pananakot dahil pagputol sanga,Threat & Violence,True
pagbabanta naghahasa gulok,Threat & Violence,True
mura pananakot,Threat & Violence,True
sinaktan dahil away,Threat & Violence,True
diumano sapilitang pagsama,Threat & Violence,True
pananigaw dalang itak pananakot,Threat & Violence,True
hinarangan daan sinipa motor,Threat & Violence,True
muling paghaharap barangay dahil kaguluhan,Threat & Violence,True
mura de edad,Threat & Violence,True
banta sinipa motor dahil alitan,Threat & Violence,True
diumano sapilitang mapapalibing lupa,Threat & Violence,True
nagwala pananigaw dalang itak,Threat & Violence,True
pagtulak panghihiya patayan,Threat & Violence,True
binugbog matapos laro,Threat & Violence,True
pagbabanta dahil chat,Threat & Violence,True
naniningil utang gulok dalang itak,Threat & Violence,True
pananakot beses,Threat & Violence,True
nanakit hindi nagbibigay sustento,Threat & Violence,True
hinarangan daan tinakot,Threat & Violence,True
panggigipit dahil pagputol halaman,Threat & Violence,True
pinagbantaan de edad,Threat & Violence,True
diumano sapilitang pagsama kapulisan,Threat & Violence,True
pinagbantaan blotter,Threat & Violence,True
nanakit bote batok,Threat & Violence,True
nanakit gamit bote,Threat & Violence,True
pinalo pagbabanta,Threat & Violence,True
pananigaw shabu issue,Threat & Violence,True
gulok hinipuan menor de edad,Threat & Violence,True
inatake gamit tubo samurai,Threat & Violence,True
pinagbantaan gamit,Threat & Violence,True
pagtulak pagbabanta kamatayan,Threat & Violence,True
muling paghaharap barangay dahil gulo,Threat & Violence,True
tinampal mukha matapos gulo,Threat & Violence,True
tinampal gamit tubo samurai,Threat & Violence,True
hinipuan menor de edad pagbabanta,Threat & Violence,True
banta binaril dahil sigalot,Threat & Violence,True
pananigaw nagbibigay sustento,Threat & Violence,True
pagbabanta mapapalibing sinuntok lupa,Threat & Violence,True
hinarangan daan nagbanta,Threat & Violence,True
sinuntok gamit tubo gulok,Threat & Violence,True
pananigaw dalang sundang,Threat & Violence,True
sinakal pinagtulungan,Threat & Violence,True
naniningil banta utang dalang itak,Threat & Violence,True
inaabuso menor de edad,Threat & Violence,True
sinuntok mukha matapos away,Threat & Violence,True
pinagbantaan gamit armas,Threat & Violence,True
pinalo pinagtulungan,Threat & Violence,True
pagbabanta dalang itak,Threat & Violence,True
pagtulak pananakot patayan,Threat & Violence,True
hinarangan daan pananakot,Threat & Violence,True
pagbabanta tubo samurai,Threat & Violence,True
gulok pinalo bote batok,Threat & Violence,True
banta nagwala dahil gulo,Threat & Violence,True
binawi pagbabanta,Threat & Violence,True
sinuntok blotter,Threat & Violence,True
pagtulak pagbabanta panganib sa buhay,Threat & Violence,True
diumano sapilitang sustento,Threat & Violence,True
pananakot pamamagitan tubo,Threat & Violence,True
sinuntok dahil inggit,Threat & Violence,True
nanakit gamit tubo gulok,Threat & Violence,True
naniningil puno,Threat & Violence,True
pananigaw dalang samurai,Threat & Violence,True
muling paghaharap chat,Threat & Violence,True
hinarangan daan nagwala,Threat & Violence,True
binugbog gamit tubo gulok,Threat & Violence,True
muling paghaharap sustento,Threat & Violence,True
paulit pagbabanta patayan,Threat & Violence,True
dalang gulok nagbanta,Threat & Violence,True
panghihiya text chat,Threat & Violence,True
pananigaw dalang itak nagwala,Threat & Violence,True
hindi pananakot nagbibigay sustento,Threat & Violence,True
sinakal text chat,Threat & Violence,True
sinuntok dahil away,Threat & Violence,True
pinagbantaan nagwala gamit itak,Threat & Violence,True
mura dahil utang,Threat & Violence,True
panghihiya mapapalibing property,Threat & Violence,True
pagtulak tatlong beses,Threat & Violence,True
pinagbantaan gamit itak pananakot,Threat & Violence,True
